Name,IE_CP
08_18_cam.out,-0.05309375427697205
08_19_cam.out,-0.01537880415884274
08_20_cam.out,-0.04561103458507887
08_21_cam.out,-0.026788973929114945
08_22_cam.out,-0.04146411712252984
08_23_cam.out,-0.018704142718149797
08_24_cam.out,-0.025516591854170656
08_25_cam.out,-0.01197083160730017
08_26_cam.out,-0.020327432571377813
08_27_cam.out,-0.03639174743304352
08_28_cam.out,-0.01701317911165745
08_29_cam.out,-0.09252765750841263
08_30_cam.out,-0.10640549926671383
08_31_cam.out,-0.015779070914874183
08_32_cam.out,0.02557737934679949
08_33_cam.out,0.019777301477176934
09_11_cam.out,-0.0142748229499432
09_12_cam.out,-0.03885160918267161
09_13_cam.out,-0.03915628566906548
09_14_cam.out,-0.002827418697961548
09_15_cam.out,-0.009693453719847867
09_16_cam.out,-0.009783552166737763
09_17_cam.out,-0.015128396470117877
09_18_cam.out,-0.04561400016393691
09_19_cam.out,-0.008979980899653128
09_20_cam.out,-0.038865412074642336
09_21_cam.out,-0.0203932062274248
09_22_cam.out,-0.023681682844596708
09_23_cam.out,-0.02214383580567869
09_24_cam.out,-0.01767521351803225
09_25_cam.out,-0.004684883921015626
09_26_cam.out,-0.014148918728665194
09_27_cam.out,-0.030554244688516974
09_28_cam.out,-0.010721165184364168
09_29_cam.out,-0.08930374305623445
09_30_cam.out,-0.10283892602285505
09_31_cam.out,-0.010994121212888786
09_32_cam.out,0.025251310362705226
09_33_cam.out,0.0252709276954306
10_11_cam.out,-0.009966577143785571
10_12_cam.out,-0.033893046674478455
10_13_cam.out,-0.03413787110122257
10_14_cam.out,0.0019088995632898786
10_15_cam.out,-0.004075105364364617
10_16_cam.out,-0.0033050862545564996
10_17_cam.out,-0.010086914131790081
10_18_cam.out,-0.04140613463653153
10_19_cam.out,-0.00403364023631525
10_20_cam.out,-0.034534834346686694
10_21_cam.out,-0.015350856871293672
10_22_cam.out,-0.019639543671530646
10_23_cam.out,-0.00622895415941116
10_24_cam.out,-0.01708000364504869
10_25_cam.out,0.0013035801556497972
10_26_cam.out,-0.009177067095805569
10_27_cam.out,-0.025480232013450177
10_28_cam.out,-0.0057120971076045635
10_29_cam.out,-0.08516845258742478
10_30_cam.out,-0.10021320713883597
10_31_cam.out,-0.006741622467245634
10_32_cam.out,0.03887447051977233
10_33_cam.out,0.031378424564195484
11_13_cam.out,-0.03814979723409806
11_14_cam.out,-0.0031814029108261366
11_15_cam.out,-0.008229639504634179
11_16_cam.out,-0.006105351639064338
11_17_cam.out,-0.01344546161445237
11_18_cam.out,-0.045953462193040195
11_19_cam.out,-0.0074532238064364265
11_20_cam.out,-0.038289050155128734
11_21_cam.out,-0.018564709475526797
11_22_cam.out,-0.023585753276904597
11_23_cam.out,-0.007728166290547733
11_24_cam.out,-0.0161927619132598
11_26_cam.out,-0.01314473881470235
11_27_cam.out,-0.02878630976009333
11_28_cam.out,-0.009298211915947263
11_29_cam.out,-0.0867551950213965
11_30_cam.out,-0.10137737314943251
11_31_cam.out,-0.007813943473792051
11_32_cam.out,0.03761640502153796
11_33_cam.out,0.028834949531244547
12_14_cam.out,-0.024616050445217752
12_15_cam.out,-0.032705477333195176
12_16_cam.out,-0.03060689052048815
12_17_cam.out,-0.037591479384730064
12_18_cam.out,-0.06760419277736673
12_19_cam.out,-0.03182297844952586
12_20_cam.out,-0.061028345297131636
12_21_cam.out,-0.04292218971590955
12_22_cam.out,-0.044872556418141585
12_23_cam.out,-0.03263841768750808
12_24_cam.out,-0.04184767548571244
12_25_cam.out,0.16699569669657421
12_27_cam.out,-0.05111369474506944
12_28_cam.out,-0.03352118318528596
12_29_cam.out,-0.10786250649402973
12_30_cam.out,-0.121212980876237
12_31_cam.out,-0.03213175572378191
12_32_cam.out,0.007036957996376714
12_33_cam.out,0.0014466820917391487
13_15_cam.out,-0.032811944915664526
13_16_cam.out,-0.030852239943925497
13_17_cam.out,-0.037751376995515784
13_18_cam.out,-0.06839659297952494
13_19_cam.out,-0.031995139452050125
13_20_cam.out,-0.061785625316247206
13_21_cam.out,-0.04350369301835144
13_22_cam.out,-0.046330448069511476
13_23_cam.out,-0.032813333049404037
13_24_cam.out,-0.04184965700665089
13_25_cam.out,-0.027578401870812286
13_26_cam.out,0.15710048087382233
13_28_cam.out,-0.03370321533006404
13_29_cam.out,-0.10645782212839094
13_30_cam.out,-0.12065328626778182
13_31_cam.out,-0.03229051029143193
13_32_cam.out,0.006862391995497319
13_33_cam.out,0.0019609301601803963
14_15_cam.out,0.0033927615111792875
14_16_cam.out,0.005635066801119137
14_17_cam.out,-0.0017937552614171182
14_18_cam.out,-0.034301800607352106
14_19_cam.out,0.0042516482028531755
14_20_cam.out,-0.026537897635478203
14_21_cam.out,-0.0073238904868162535
14_22_cam.out,-0.010977261560555007
14_23_cam.out,0.003263584687317689
14_24_cam.out,-0.004139119444971584
14_25_cam.out,0.008444160716294391
14_26_cam.out,-0.0014219232937477955
14_27_cam.out,0.17062301236981625
14_28_cam.out,0.0006356433895575719
14_29_cam.out,-0.07575605344675296
14_30_cam.out,-0.09126751632754804
14_31_cam.out,0.003875868407092753
14_32_cam.out,0.05074554567957534
14_33_cam.out,0.04069648993333885
15_16_cam.out,-0.0012860226481166137
15_17_cam.out,-0.00864336088534401
15_18_cam.out,-0.040792319686147493
15_19_cam.out,-0.0026572591680462665
15_20_cam.out,-0.033244643307796196
15_21_cam.out,-0.014021647103277246
15_22_cam.out,-0.01771322098218775
15_23_cam.out,-0.0038025367260274834
15_24_cam.out,-0.019410236259716385
15_25_cam.out,0.0026081863140348105
15_26_cam.out,-0.007803216929801238
15_27_cam.out,-0.024704739869335413
15_28_cam.out,-0.005034611388339272
15_29_cam.out,-0.08022235615175077
15_31_cam.out,-0.003289167995902176
15_32_cam.out,0.04166212922771706
15_33_cam.out,0.033295439636390256
16_17_cam.out,-0.00678596394797637
16_18_cam.out,-0.0321499467440276
16_19_cam.out,-0.00045351605291443775
16_20_cam.out,-0.028949865969764232
16_21_cam.out,-0.011901450827622284
16_22_cam.out,-0.015260389555663778
16_23_cam.out,-0.0016161040537951976
16_24_cam.out,-0.008806239078865019
16_25_cam.out,0.005140690892915245
16_26_cam.out,-0.005643831028294244
16_27_cam.out,-0.022032070649899538
16_28_cam.out,-0.002105237192509435
16_29_cam.out,-0.08302061362496715
16_30_cam.out,-0.09917514926263493
16_31_cam.out,-0.0008374886564297412
16_32_cam.out,0.0541922406983133
16_33_cam.out,0.026660850494351962
17_18_cam.out,-0.046391807869895274
17_19_cam.out,-0.009314219231157495
17_20_cam.out,-0.0386194563590152
17_21_cam.out,-0.01928423206794605
17_22_cam.out,-0.025960292637819293
17_23_cam.out,-0.008719632247249365
17_24_cam.out,-0.01646061633073259
17_25_cam.out,-0.0024715311436125376
17_26_cam.out,-0.013904370677863653
17_27_cam.out,-0.02924562703245215
17_28_cam.out,-0.009390869486608722
17_29_cam.out,-0.08791644381756214
17_30_cam.out,-0.10153886556537373
17_31_cam.out,-0.008092921309696521
17_32_cam.out,0.03636662319985362
17_33_cam.out,0.028216292053230063
18_19_cam.out,-0.040646378304757036
18_20_cam.out,0.0059210243995266865
18_21_cam.out,-0.05142899994189065
18_22_cam.out,-0.0553178466975055
18_23_cam.out,-0.04081693548295107
18_24_cam.out,-0.05064399027980926
18_25_cam.out,-0.03564135250559275
18_26_cam.out,-0.04519578935668278
18_27_cam.out,-0.06091967791533648
18_28_cam.out,-0.04161226787148564
18_29_cam.out,-0.08551359939059466
18_30_cam.out,-0.09912508849890855
18_31_cam.out,-0.040441696012294415
18_32_cam.out,-0.0383888647995434
18_33_cam.out,-0.18945940180213938
19_20_cam.out,-0.03285868673526693
19_21_cam.out,-0.014260740865267962
19_22_cam.out,-0.01691486158358657
19_23_cam.out,-0.0027435068861052514
19_24_cam.out,-0.010271454179189732
19_25_cam.out,0.0037786078844419535
19_26_cam.out,-0.008553734125456458
19_27_cam.out,-0.023362223857773756
19_28_cam.out,-0.0033909439247139517
19_29_cam.out,-0.08257692146418094
19_30_cam.out,-0.0962058122240137
19_31_cam.out,-0.0020889161199733053
19_32_cam.out,0.04342601456016837
19_33_cam.out,0.034428947831713685
20_21_cam.out,-0.04388713529550614
20_22_cam.out,-0.04771787293424268
20_23_cam.out,-0.033438378743596786
20_24_cam.out,-0.04269006109922202
20_25_cam.out,-0.02789914594035281
20_26_cam.out,-0.0378689221604418
20_27_cam.out,-0.053962315950272455
20_28_cam.out,-0.03422640108537678
20_29_cam.out,-0.080768690036507
20_30_cam.out,-0.09584768154769563
20_31_cam.out,-0.03302975666019847
20_32_cam.out,-0.023061949202599408
20_33_cam.out,-0.10955982361235783
21_22_cam.out,-0.027745631762826406
21_23_cam.out,-0.014093302556830167
21_24_cam.out,-0.0213330453067897
21_25_cam.out,-0.0074702255478769075
21_26_cam.out,-0.020678819054552378
21_27_cam.out,-0.03478114553658429
21_28_cam.out,-0.014743632910580118
21_29_cam.out,-0.11293910688857522
21_30_cam.out,-0.10973353743884218
21_31_cam.out,-0.013410107758900836
21_32_cam.out,0.030644472318613225
21_33_cam.out,0.022334180830853256
22_23_cam.out,-0.01758075666063519
22_24_cam.out,-0.02502811498771962
22_25_cam.out,-0.00948336370134939
22_26_cam.out,-0.02277119446361553
22_27_cam.out,-0.037522758811419976
22_28_cam.out,-0.018577413551668087
22_29_cam.out,-0.09816047555091245
22_30_cam.out,-0.11357332343897042
22_31_cam.out,-0.01727127858399058
22_32_cam.out,0.030814639546548506
22_33_cam.out,0.019584772244002124
23_24_cam.out,-0.015187511685269328
23_25_cam.out,0.0004079199010789125
23_26_cam.out,-0.007883674672001462
23_27_cam.out,-0.024400465577869568
23_28_cam.out,-0.004493346214132998
23_29_cam.out,-0.08256195861940796
23_30_cam.out,-0.09530115928168925
23_31_cam.out,-0.003099665832849041
23_32_cam.out,0.04006145084986201
23_33_cam.out,0.03315596096115314
24_25_cam.out,-0.004062403404930137
24_26_cam.out,-0.015656081492579688
24_27_cam.out,-0.03229457530757429
24_28_cam.out,-0.013250004269266924
24_29_cam.out,-0.09802548572355363
24_30_cam.out,-0.12249470834444764
24_31_cam.out,-0.012649660753126568
24_32_cam.out,0.042771487331464186
24_33_cam.out,0.02846541071653519
25_26_cam.out,-0.0017645527165086605
25_27_cam.out,-0.018356376298299892
25_28_cam.out,0.00016613783046182107
25_29_cam.out,-0.07957387138003469
25_30_cam.out,-0.09378317696325666
25_31_cam.out,0.0033963157604119942
25_32_cam.out,0.05188494565123847
25_33_cam.out,0.04133434663145863
26_27_cam.out,-0.02849203796125721
26_28_cam.out,-0.008552755517015953
26_29_cam.out,-0.08681951919237463
26_30_cam.out,-0.10039592869668468
26_31_cam.out,-0.007241114726710407
26_32_cam.out,0.037138637610866
26_33_cam.out,0.029141778724863343
27_28_cam.out,-0.02582608640204853
27_29_cam.out,-0.13027345510005262
27_30_cam.out,-0.12037986352544294
27_31_cam.out,-0.02372609640082146
27_32_cam.out,0.020944512561811734
27_33_cam.out,0.012154460341150752
28_29_cam.out,-0.08513293250854304
28_30_cam.out,-0.09917547551674488
28_31_cam.out,-0.003763522210377346
28_32_cam.out,0.04116257920475164
28_33_cam.out,0.03274719033936435
29_30_cam.out,-0.09153219055406225
29_31_cam.out,-0.0829140732302136
29_32_cam.out,-0.11576658254460881
29_33_cam.out,-0.08836706075345546
30_31_cam.out,-0.09904405485137602
30_32_cam.out,-0.20332593123259812
30_33_cam.out,-0.1017025780839731
31_32_cam.out,0.038321251753444585
31_33_cam.out,0.034193347990822076
32_33_cam.out,0.13123641517262286
