Name,Spin_rat,CorrIE_OS,CorrIE_SS,CorrIE_SRS,IE_HF,IE_SRSMP2
02_04,0.8665345937476377,-0.0019099483586812616,-0.003807120609209313,-0.005717068967890575,-0.0054745793822803535,-0.011191648350170929
02_05,0.9098098797029237,-0.0013922677787176064,-0.0026432183436222293,-0.004035486122339836,-0.004423873662972255,-0.008459359785312091
02_06,1.1254142364886393,-0.005336790539303404,0,-0.005336790539303404,0.003676005800571147,-0.001660784738732257
02_07,1.045757986885051,-0.004635671925832576,0,-0.004635671925832576,0.0007718406727690308,-0.003863831253063545
02_08,0.9424944204014286,-0.003428888843435336,-0.006283990712213454,-0.00971287955564879,-0.008137135608876633,-0.017850015164525425
02_09,0.8214427904241377,-0.0027364652664360434,-0.005754048704236074,-0.008490513970672117,-0.001829851078127831,-0.010320365048799948
02_10,0.8050418759454346,-0.001196872459956695,-0.002567972201047515,-0.00376484466100421,-0.003892494260071544,-0.0076573389210757535
02_11,0.9687329182591156,-0.0024548786045613612,-0.004377104135208084,-0.006831982739769446,-0.003958756537940644,-0.01079073927771009
02_12,0.6435264854417893,-0.0019825415068713717,-0.005321288172240818,-0.00730382967911219,-0.026154593497267342,-0.03345842317637953
02_13,0.5688961916486895,-0.001317330245534274,-0.003999655190745163,-0.005316985436279437,-0.028955185498034552,-0.03427217093431399
02_14,1.0044601443303893,-0.004207196846105936,0,-0.004207196846105936,0.00450980092887221,0.0003026040827662736
02_15,0.9791642614701266,-0.001575590761633452,-0.002779385501495201,-0.0043549762631286525,-0.0025893806084695825,-0.006944356871598236
02_16,1.1504774144466416,-0.035148027840167496,0,-0.035148027840167496,0.23242515030779032,0.19727712246762283
02_18,0.9271453565304025,-0.003259014707461003,-0.00607154766221763,-0.009330562369678632,-0.04541056890866457,-0.05474113127834321
02_19,1.0170063860280856,-0.008332663427484514,0,-0.008332663427484514,0.003523646594658203,-0.004809016832826311
02_20,0.9268185490470329,-0.0014947172860837843,-0.00278564170504599,-0.004280358991129774,-0.035744739584743,-0.040025098575872775
02_21,1.020679922065227,-0.024619531552679187,0,-0.024619531552679187,0.009034291373836822,-0.015585240178842365
02_22,0.7956200111859566,-0.0035610961557245705,-0.007731057769411938,-0.011292153925136508,-0.006738163172485656,-0.018030317097622164
02_23,0.9806318769822446,-0.0017123898311379715,-0.003016182038550356,-0.004728571869688327,-0.0022858819729663082,-0.007014453842654636
02_24,0.713126040787971,-0.0029044188298984566,-0.007034834161879328,-0.009939252991777784,-0.0018999258609255776,-0.011839178852703362
02_25,0.919495266919759,-0.0037082280074233866,-0.006965909813965638,-0.010674137821389025,0.012058780634561117,0.0013846428131720932
02_26,0.9826901614361013,-0.0027850008516339367,-0.004895190982098189,-0.007680191833732126,-0.0024353142621293955,-0.01011550609586152
02_27,0.6282327140078897,-0.001848905347824832,-0.005083408920609665,-0.006932314268434497,-0.01811292414026866,-0.02504523840870316
02_28,0.9948769272335192,-0.00240122196330661,-0.004168922904746646,-0.006570144868053256,-9.39515905429289e-05,-0.006664096458596185
02_29,1.1076908692974627,-0.006470905841630068,0,-0.006470905841630068,-0.08103064075157818,-0.08750154659320825
02_30,0.9858712277426563,-0.005502335127606399,-0.009640238131292831,-0.015142573258899231,-0.08246233943464176,-0.09760491269354099
02_31,0.9870755716761819,-0.0017953560608518482,-0.0031416738987747163,-0.004937029959626565,-0.000945375607443566,-0.005882405567070131
02_32,0.6551979914638164,-0.002522249832562973,-0.0066493081540449465,-0.009171557986607919,0.05084446121259134,0.041672903225983424
02_33,1.0558662343789993,-0.00483018679438592,0,-0.00483018679438592,0.04234050298487091,0.03751031619048499
03_05,0.535401737236985,-0.00019241915534472522,-0.000620768174841923,-0.0008131873301866483,-0.005067377566774667,-0.005880564896961315
03_06,1.1918454343667009,-0.0019521592168269962,0,-0.0019521592168269962,0.001078073848020722,-0.0008740853688062743
03_07,1.089348369596066,-0.0014715138125550096,0,-0.0014715138125550096,-0.0005721730383356771,-0.0020436868508906868
03_08,0.899792524962155,-0.0021222070768225423,-0.004073861811171336,-0.006196068887993878,-0.009353051684911406,-0.015549120572905285
03_09,0.6667055432573565,-0.0013579424580464417,-0.0035181003018658,-0.004876042759912241,-0.0037971259196183382,-0.00867316867953058
03_10,-0.6018642287843489,0.00013506991605301223,-0.0003876332420429962,-0.00025256332598998395,-0.0059760147878478165,-0.0062285781138378005
03_11,0.9012802948686863,-0.0011535173425006385,-0.0022106763650344293,-0.0033641937075350676,-0.005438590263565857,-0.008802783971100925
03_12,0.3750739496794826,-0.0006851744844370966,-0.0031553329720784063,-0.003840507456515503,-0.027550558589155116,-0.03139106604567062
03_13,0.02739140758036551,-2.9257671738855964e-05,-0.0018449573396238583,-0.0018742150113627142,-0.030406851385123446,-0.03228106639648616
03_14,0.9091158173893976,-0.00040135102179893694,-0.000762546048320939,-0.001163897070119876,0.0028277348080791853,0.0016638377379593092
03_15,0.7701892268360029,-0.0002783866394647006,-0.0006243266371822031,-0.0009027132766469036,-0.0042575901934469584,-0.005160303470093862
03_16,1.0483253790924687,-0.004455511967456065,0,-0.004455511967456065,0.0034598214260768145,-0.00099569054137925
03_17,0.9905979164767743,-0.0030671281749280067,-0.005348049657165952,-0.008415177832093959,-0.0011075785912453284,-0.009522756423339288
03_19,1.0036665540095853,-0.005215010015174348,0,-0.005215010015174348,0.0019051552510518377,-0.00330985476412251
03_20,0.7488502288706217,-0.0003237499304012226,-0.0007467506901638254,-0.001070500620565048,-0.033389589711987355,-0.0344600903325524
03_21,1.0166204512093442,-0.0212838770875814,0,-0.0212838770875814,0.007212825018314106,-0.014071052069267294
03_22,0.6962792717700779,-0.0022318825878511507,-0.005536671965933767,-0.007768554553784918,-0.008271326944395696,-0.016039881498180614
03_23,0.8274363949377073,-0.0004091119833946089,-0.0008540208959157035,-0.0012631328793103124,-0.003956527931677556,-0.005219660810987868
03_24,0.5647985983443258,-0.0015952949215172919,-0.004878746898400809,-0.006474041819918101,-0.003917000596175058,-0.01039104241609316
03_25,0.8612967351650184,-0.0023911807524661845,-0.004795352322940127,-0.0071865330754063116,0.010169509777597341,0.0029829767021910293
03_26,0.935605775874128,-0.0014612662203068118,-0.002697723073869121,-0.004158989294175933,-0.004106599534907218,-0.00826558882908315
03_27,0.32727719596302673,-0.0005551339845460734,-0.002929833802404607,-0.0034849677869506802,-0.01978175799536075,-0.02326672578231143
03_28,0.943086144568955,-0.0010965893668333194,-0.002008415580332991,-0.0031050049471663104,-0.0018383767601335421,-0.0049433817072998525
03_29,1.2395264685911402,-0.0034495547240578173,0,-0.0034495547240578173,-0.07985614790300133,-0.08330570262705915
03_30,0.9778989581628715,-0.004222575650833309,-0.007458377677620455,-0.011680953328453765,-0.08200986319798176,-0.09369081652643552
03_31,0.8633811331263783,-0.0004898236112762555,-0.0009799368233448197,-0.0014697604346210753,-0.002704248095596995,-0.004174008530218071
03_32,0.4822669653261262,-0.0012782869509491146,-0.004578273750328142,-0.005856560701277257,0.04658724246314705,0.040730681761869794
03_33,0.4806964010075723,-0.00024201057699486662,-0.0008696097338748009,-0.0011116203108696675,0.026968809114350734,0.025857188803481066
04_05,0.4299986061051971,-0.0005804236013658737,-0.002331518853015588,-0.002911942454381462,-0.014025622259168813,-0.016937564713550277
04_06,1.1555719335171402,-0.00346935016954045,0,-0.00346935016954045,0.0020428293096301786,-0.0014265208599102716
04_07,1.0306848963838195,-0.0023506295218189742,0,-0.0023506295218189742,-0.0010787053190597362,-0.0034293348408787104
04_08,0.9143413975810107,-0.0025059181121116006,-0.004733903576148241,-0.007239821688259842,-0.009610861602368459,-0.0168506832906283
04_09,0.7152843705810109,-0.0017235074708798015,-0.00416193554919052,-0.005885443020070321,-0.004193601139832026,-0.010079044159902347
04_10,0.39225682442453974,-0.00023412080693796744,-0.001030932948851293,-0.0012650537557892603,-0.006212746737674024,-0.007477800493463285
04_11,0.9262130475188424,-0.0015396815462619708,-0.0028713155689909465,-0.004410997115252917,-0.005695918873470873,-0.010106915988723791
04_12,0.48129356839381693,-0.001062651472980145,-0.00381365766843764,-0.004876309141417785,-0.027917923640643494,-0.03279423278206128
04_13,0.2821242960478717,-0.0004091825433941354,-0.0025051718607065746,-0.00291435440410071,-0.03078970674505399,-0.0337040611491547
04_14,0.9495982710161522,-0.0007753744272022178,-0.0014103680918647365,-0.0021857425190669544,0.0025751667160420766,0.0003894241969751224
04_15,0.8882750588183608,-0.0006557829138757643,-0.0012751860258869107,-0.001930968939762675,-0.004497300783896208,-0.006428269723658882
04_16,1.0221770444658085,-0.005151920272253027,0,-0.005151920272253027,0.0023675732998071908,-0.0027843469724458366
04_17,0.9920386090098879,-0.0034567655235677353,-0.00601869398953571,-0.009475459513103445,-0.00146478544047568,-0.010940244953579124
04_18,1.1711764501583646,-0.03492953799750852,0,-0.03492953799750852,0.21051235576442195,0.17558281776691342
04_20,0.7446617508393796,-0.0006956098072358974,-0.0016134947813657274,-0.0023091045886016247,-0.04172986408275392,-0.044038968671355545
04_21,1.014872375672885,-0.022356190510346874,0,-0.022356190510346874,0.006940777657291619,-0.015415412853055255
04_22,0.7346837812948553,-0.0026396011634705263,-0.006205814279041749,-0.008845415442512276,-0.008235650144115425,-0.0170810655866277
04_23,0.9020835385502937,-0.0007864523752748665,-0.0015058668970882648,-0.0022923192723631313,-0.004221187799885229,-0.00651350707224836
04_24,0.6186716650378864,-0.0019814176878401634,-0.00553193062968629,-0.0075133483175264535,-0.003973549653892405,-0.011486897971418858
04_25,0.8797807315692635,-0.0027755761348685006,-0.005449286155285582,-0.008224862290154083,0.010037323236019802,0.0018124609458657192
04_26,0.947770909377477,-0.0018619912733150203,-0.0033934009927877222,-0.0052553922661027425,-0.004481963065700256,-0.009737355331802998
04_27,0.4501776613271518,-0.0009337518919068567,-0.0035826837168580505,-0.0045164356087649075,-0.01997526253921933,-0.02449169814798424
04_28,0.9583726371695994,-0.001476548267651876,-0.002661179435119392,-0.004137727702771268,-0.0020488161385401327,-0.0061865438413114
04_29,1.144734857690508,-0.004201872243284788,0,-0.004201872243284788,-0.08188030998712748,-0.08608218223041227
04_30,0.9698172869180972,-0.004539696544309258,-0.008085331264817757,-0.012625027809127016,-0.08389144537909488,-0.09651647318822189
04_31,0.9201150797187911,-0.0008693530949128226,-0.0016319805253838294,-0.0025013336202966523,-0.002907601247443381,-0.005408934867740033
04_32,0.562755087125204,-0.00170502934182291,-0.005233272428286827,-0.006938301770109737,0.048698535864559744,0.04176023409445001
04_33,0.9231983348994582,-0.0008040529346885572,-0.0015043557303668607,-0.002308408665055418,0.038686144616804086,0.03637773595174867
05_07,1.2193332091352713,-0.0012075489188671984,0,-0.0012075489188671984,0.00010511862387829751,-0.0011024302949889009
05_08,0.9078299839856117,-0.0020031288275973893,-0.003811231016993596,-0.0058143598445909855,-0.008937754743783444,-0.01475211458837443
05_09,0.6473443400807642,-0.0012124774954650208,-0.003235185944604667,-0.004447663440069687,-0.003542197148590276,-0.007989860588659962
05_10,-4.319788258008477,0.00027356821292542135,-0.00010938659142813277,0.0001641816214972886,-0.005632542692410425,-0.005468361070913136
05_11,0.919365983790799,-0.0010394735802374511,-0.0019529266880873007,-0.002992400268324752,-0.0049915772535769065,-0.007983977521901659
05_12,0.3306586448742081,-0.0005522564539126984,-0.002884840684164303,-0.0034370971380770013,-0.02725641927668221,-0.03069351641475921
05_13,-0.11182167888867983,0.0001020569417616546,-0.001576440041731591,-0.0014743830999699363,-0.03012984456245249,-0.03160422766242243
05_14,0.9719738307902503,-0.0002800504430554618,-0.000497671312978723,-0.0007777217560341848,0.003269316790465382,0.002491595034431197
05_15,0.7451803778086374,-0.0001543857254442349,-0.00035785463624824816,-0.000512240361692483,-0.0038397736880142475,-0.0043520140497067305
05_16,1.036161207651591,-0.003760190398799263,0,-0.003760190398799263,0.0030509609043747332,-0.00070922949442453
05_17,1.0029460652486795,-0.007160734777995925,0,-0.007160734777995925,-0.000589540052033044,-0.007750274830028969
05_18,1.0136609314726912,-0.0033881803258894246,0,-0.0033881803258894246,-0.03560907595169738,-0.0389972562775868
05_19,1.0108369059483457,-0.004237501133302843,0,-0.004237501133302843,0.0019199984265014791,-0.002317502706801364
05_21,1.0230682689915642,-0.0211024373181817,0,-0.0211024373181817,0.007813802628788835,-0.013288634689392866
05_22,0.6950066407838493,-0.00212413585499881,-0.005279031474035436,-0.0074031673290342465,-0.0077002833249935065,-0.015103450654027753
05_23,0.8348072865709069,-0.000283675082557574,-0.0005869429284945737,-0.0008706180110521477,-0.003562591113450253,-0.004433209124502401
05_24,0.55239304913634,-0.0014752612786316345,-0.004612980876870122,-0.006088242155501756,-0.0034138505129703844,-0.00950209266847214
05_25,0.865527014342345,-0.0022692417268505728,-0.004528569624550075,-0.006797811351400648,0.010642355052141284,0.0038445437007406354
05_26,0.9473600954914734,-0.0013317029338123776,-0.002428025171579438,-0.0037597281053918154,-0.0037740357352049614,-0.007533763840596777
05_27,0.28018896626158013,-0.0004324048004262882,-0.0026656332291859677,-0.003098038029612256,-0.019380975630838293,-0.022479013660450547
05_28,0.964271122277889,-0.0009722797971116593,-0.0017416184494481344,-0.0027138982465597936,-0.0014201216260971705,-0.004134019872656964
05_29,1.2865013210740428,-0.003044338911757793,0,-0.003044338911757793,-0.07993811591518352,-0.0829824548269413
05_30,0.9765261944454033,-0.004048986703828317,-0.0071618194641306756,-0.011210806167958992,-0.0823022729391596,-0.09351307910711859
05_31,0.8849056914776623,-0.0003651591957086187,-0.00071276467756368,-0.0010779238732722988,-0.0022839566379389,-0.0033618805112111986
05_32,0.48236023083714036,-0.001212768299001792,-0.004342774286618156,-0.0055555425856199485,0.04819757451991791,0.04264203193429796
05_33,0.5950417033368867,-0.00027787568441995926,-0.0008066108452218889,-0.0010844865296418481,0.028509347385124784,0.027424860855482937
06_07,1.446570929186595,-0.002806564796579991,0,-0.002806564796579991,0.006040648057478393,0.003234083260898402
06_08,1.0328135343454041,-0.006500558528291735,0,-0.006500558528291735,-0.002398121264832298,-0.008898679793124033
06_09,0.8296653260417464,-0.0018200947981627325,-0.0037892388740845846,-0.005609333672247317,0.0031396322019645595,-0.0024697014702827575
06_10,0.875151309427366,-0.00033685801839552945,-0.0006648515083848177,-0.0010017095267803471,0.0010860684685667366,8.435894178638942e-05
06_11,1.1471161532799425,-0.004179730043235858,0,-0.004179730043235858,0.0019023148124688305,-0.0022774152307670275
06_12,0.5788532566273146,-0.0011539574400947128,-0.0034433583846835616,-0.004597315824778275,-0.020950254879835484,-0.025547570704613755
06_13,0.4046291448024542,-0.0004987506055199642,-0.00212905651926279,-0.0026278071247827542,-0.02364428507462435,-0.026272092199407102
06_14,1.4791997010339821,-0.002260237778452252,0,-0.002260237778452252,0.010252083971181492,0.00799184619272924
06_15,1.4665593950519524,-0.001967103952626754,0,-0.001967103952626754,0.003060329360778269,0.001093225408151515
06_16,1.1798431641146625,-0.005204877902732114,0,-0.005204877902732114,0.009543942890104518,0.004339064987372404
06_17,1.0951451516591808,-0.008732216782043757,0,-0.008732216782043757,0.0062501209597485285,-0.0024820958222952286
06_18,1.22175815532992,-0.005140593362046104,0,-0.005140593362046104,-0.030317432868514516,-0.035458026230560616
06_19,1.1487773708502391,-0.0058138066223170125,0,-0.0058138066223170125,0.008657482973376318,0.0028436763510593056
06_21,1.0442728146916624,-0.02264276275911264,0,-0.02264276275911264,0.01384746942358106,-0.00879529333553158
06_22,0.8133760896547766,-0.0027518008436955487,-0.0058436811810128044,-0.008595482024708353,-0.0009379031009757455,-0.009533385125684099
06_23,1.365709391116407,-0.002279998055736616,0,-0.002279998055736616,0.003304788501282019,0.001024790445545403
06_24,0.7072343465399168,-0.002123682162946996,-0.005186651778721083,-0.007310333941668079,0.0038537858499694266,-0.0034565480916986524
06_25,0.9855569896263843,-0.0029136146579089098,-0.0051063583226130145,-0.008019972980521924,0.01775221130492355,0.009732238324401624
06_26,1.1335378499896571,-0.004900313563120351,0,-0.004900313563120351,0.0031721784439469047,-0.0017281351191734459
06_27,0.5609694541388469,-0.0010490643002957223,-0.0032301583298112164,-0.004279222630106939,-0.012793350627134714,-0.017072573257241652
06_28,1.1988948104912793,-0.003990511165022403,0,-0.003990511165022403,0.00545153939924603,0.001461028234223627
06_29,1.3979702887337293,-0.004315705865327492,0,-0.004315705865327492,-0.0757332000371207,-0.08004890590244819
06_30,1.031739351468318,-0.011442663790909408,0,-0.011442663790909408,-0.07779396684099993,-0.08923663063190934
06_31,1.3418861141084812,-0.0024794747451608833,0,-0.0024794747451608833,0.004594628809400092,0.0021151540642392087
06_32,0.6801129967655591,-0.0019487463574869724,-0.004949201752748759,-0.006897948110235731,0.058369085426193124,0.05147113731595739
06_33,0.9889161919926661,-0.0005386118593807022,-0.0009407567424083995,-0.0014793686017891016,0.036470450102569885,0.034991081500780785
07_08,0.9956741724640831,-0.0024335300233498084,-0.004221632092684531,-0.006655162116034339,-0.004352031954795166,-0.011007194070829505
07_09,0.7850265728460566,-0.0016621780660581087,-0.003657245424144522,-0.00531942349020263,0.001273207156373246,-0.004046216333829384
07_10,0.5424634509819853,-0.000163628064137753,-0.0005210125992635017,-0.0006846406634012548,-0.0008638787221570965,-0.0015485193855583512
07_11,1.0718370311621985,-0.003651004530476931,0,-0.003651004530476931,-0.00046206845581764355,-0.004113072986294574
07_12,0.5342037917336968,-0.0010417285180424774,-0.0033682824537756,-0.004410010971818078,-0.022448196954428568,-0.026858207926246644
07_13,0.39773483072549354,-0.0005184728947810369,-0.0022516109271896005,-0.0027700838219706374,-0.02523014979465188,-0.028000233616622516
07_14,1.123050260872302,-0.0012791500149451007,0,-0.0012791500149451007,0.006398083399290044,0.005118933384344944
07_15,1.3246243422304258,-0.001481062426246016,0,-0.001481062426246016,0.0008279441290142131,-0.0006531182972318028
07_16,1.1473195623181798,-0.00483127744258188,0,-0.00483127744258188,0.007784768909459672,0.0029534914668777916
07_17,1.0672911318530576,-0.008279265839454344,0,-0.008279265839454344,0.0041765574542296235,-0.00410270838522472
07_18,1.162958143890764,-0.0041899019950079495,0,-0.0041899019950079495,-0.030963546607154058,-0.035153448602162005
07_19,1.1094539533189332,-0.005578212779285754,0,-0.005578212779285754,0.006785948543210907,0.0012077357639251529
07_20,1.4018487624586338,-0.0019127660814743307,0,-0.0019127660814743307,-0.026762521360751634,-0.028675287442225965
07_22,0.7783921243210453,-0.0025662601901477048,-0.005694599288750804,-0.00826085947889851,-0.002989213799992285,-0.011250073278890795
07_23,1.249685870104924,-0.001808141293745995,0,-0.001808141293745995,0.001197773739022523,-0.0006103675547234721
07_24,0.6611591754003694,-0.0019268426278809183,-0.005033859991234061,-0.006960702619114979,0.0015765398959501908,-0.005384162723164788
07_25,0.9470649390228731,-0.0027172002138149943,-0.004955674769994743,-0.0076728749838097365,0.015466658980130887,0.00779378399632115
07_26,1.0545204664825671,-0.0057175680704007175,0,-0.0057175680704007175,0.0013371390120937576,-0.00438042905830696
07_27,0.48760480730846056,-0.0009161103337299714,-0.003245194409298515,-0.004161304743028486,-0.014594066998142807,-0.018755371741171294
07_28,1.1308002284811323,-0.0035178106055052845,0,-0.0035178106055052845,0.0033332058997075364,-0.00018460470579774804
07_29,1.3097667788712473,-0.003875531936205378,0,-0.003875531936205378,-0.08063633680581006,-0.08451186874201544
07_30,1.014897884138275,-0.011048349092824985,0,-0.011048349092824985,-0.0799317885371238,-0.09098013762994878
07_31,1.2350209120195583,-0.0020071078423330177,0,-0.0020071078423330177,0.002486693364517123,0.00047958552218410524
07_32,0.611441653983581,-0.001688454436953748,-0.004769745864044703,-0.006458200300998451,0.05475324837948392,0.04829504807848547
07_33,0.9830581710494048,-0.0004539624506926332,-0.0007976302759888953,-0.0012515927266815285,0.035945900202932535,0.03469430747625101
08_10,0.737804980313145,-0.0021266762878616573,-0.0049787546164326135,-0.007105430904294271,-0.01648901863904939,-0.023594449543343665
08_11,0.9169584827598564,-0.0028734034126249287,-0.005412623845456293,-0.008286027258081221,-0.010090293097618996,-0.018376320355700217
08_12,0.6851525650115692,-0.0025560278436176833,-0.006443757799193227,-0.00899978564281091,-0.030213677593792454,-0.039213463236603366
08_13,0.6312151485566294,-0.0018641800791609575,-0.0051011884249336234,-0.006965368504094581,-0.03330082257002687,-0.040266191074121445
08_14,0.9559789628161918,-0.0022385024469982807,-0.004044549490130166,-0.006283051937128447,-0.0010661621251983888,-0.007349214062326836
08_15,0.9451247496503825,-0.002145503311772057,-0.003921037257851995,-0.0060665405696240515,-0.007578228057354863,-0.013644768626978915
08_16,1.001648796791147,-0.008887334409560212,0,-0.008887334409560212,-0.0006257896916395111,-0.009513124101199723
08_17,0.9869051150456883,-0.00529978581485832,-0.009275638922965613,-0.014575424737823934,-0.004075022799042927,-0.01865044753686686
08_18,0.9668928646086685,-0.003103505576627068,-0.005544151516327876,-0.008647657092954944,-0.04102160067304794,-0.04966925776600288
08_19,0.9832822330171412,-0.003654530916217227,-0.006419694539977502,-0.010074225456194729,-0.002047472389676841,-0.01212169784587157
08_20,0.940291119852479,-0.0021584812385972074,-0.003965033484888954,-0.006123514723486162,-0.037038643805317406,-0.04316215852880357
08_21,1.0079825226102137,-0.025857588244180656,0,-0.025857588244180656,0.003594288906924703,-0.022263299337255953
08_22,0.7273908834385439,-0.004054471456311844,-0.00962780552993399,-0.013682276986245835,-0.02078090936151966,-0.0344631863477655
08_23,0.9006894140458926,-0.0025949837449743187,-0.004976459787926189,-0.007571443532900507,-0.00795038704950457,-0.015521830582405078
08_24,0.7327386465654908,-0.003526140953986541,-0.008312113917954812,-0.011838254871941354,-0.008618186038575004,-0.020456440910516356
08_25,0.9109151800747226,-0.004466790144247865,-0.008469904732487887,-0.012936694876735752,0.005264071640340262,-0.00767262323639549
08_26,0.9558610047771811,-0.003311244998255951,-0.005983530189244384,-0.009294775187500335,-0.007552812531002928,-0.016847587718503265
08_27,0.666296095666416,-0.0023897970379290136,-0.006195190507912789,-0.008584987545841803,-0.022901580779262076,-0.03148656832510388
08_28,0.9608305895412724,-0.0029521069716709094,-0.005306964532210921,-0.00825907150388183,-0.005399828962481479,-0.01365890046636331
08_29,1.0645270688945305,-0.00783804515704142,0,-0.00783804515704142,-0.081899268799134,-0.08973731395617543
08_30,0.967353497325674,-0.005926665887201119,-0.01058244827658248,-0.0165091141637836,-0.08446128755440441,-0.100970401718188
08_31,0.9471400514447168,-0.002356157545454439,-0.004296858382467894,-0.006653015927922333,-0.006288162310511325,-0.01294117823843366
08_32,0.7168072332630255,-0.003402385600048903,-0.008198644742851625,-0.01160103034290053,0.04212582284412747,0.030524792501226944
08_33,0.9096191530560348,-0.0021472185119488655,-0.004077345955968376,-0.0062245644679172416,0.02849746706078804,0.0222729025928708
09_11,0.787441900385463,-0.002260827766718787,-0.00495918002407884,-0.0072200077907976275,-0.0031224875924635853,-0.010342495383261213
09_12,0.5102786152203691,-0.0017298458575749189,-0.0058554591218456156,-0.0075853049794205344,-0.02588206921245728,-0.03346737419187781
09_13,0.4089836138789336,-0.0010768961229159736,-0.004548087600813073,-0.005624983723729046,-0.028835711319516122,-0.03446069504324517
09_14,0.7366551402462251,-0.0014914498489766316,-0.0034970782222076054,-0.004988528071184237,0.004887264376066014,-0.00010126369511822327
09_15,0.7104950750891362,-0.0013938803083245555,-0.003388639170158152,-0.004782519478482707,-0.0021469184102898,-0.006929437888772507
09_16,0.8036841309430508,-0.0025224690208207503,-0.005421274076845944,-0.007943743097666694,0.0020084377676994336,-0.00593530532996726
09_17,0.886637466947406,-0.004137405307489188,-0.008060145905974241,-0.012197551213463428,0.0008680296220973105,-0.011329521591366118
09_18,0.8339791125264117,-0.0024606842590823774,-0.0050963780115148676,-0.007557062270597245,-0.034277286830956655,-0.0418343491015539
09_19,0.8454203148828511,-0.0028541624907041175,-0.005831320755618646,-0.008685483246322763,0.0033488874844351812,-0.005336595761887582
09_20,0.7226399511857664,-0.001449976155499313,-0.0034657705604016604,-0.004915746715900973,-0.031128278086725913,-0.03604402480262689
09_21,0.9628368354123977,-0.009614728250778049,-0.017248257728521982,-0.02686298597930003,0.008995938636644496,-0.017867047342655533
